tinyId	domain	domain_full	sub_domain	verbosity	expected_cluster	name	noise_tier	instrument	temporal_phrase	anchor_phrase	source_tinyId
synMET007_t3	metabolic	Metabolic Health Monitoring	Lipid Panel	expansive	metabolic	Total cholesterol in metabolic panel	heavy	CMP Metabolic Panel	Over the past 30 days	Health Data Quality Framework (HDQF)	synMET007
synMET008_t3	metabolic	Metabolic Health Monitoring	Lipid Panel	expansive	xdh:lab_values	Triglyceride concentration in metabolic panel	heavy	CMP Metabolic Panel	Over the past 30 days	Health Data Quality Framework (HDQF)	synMET008
synMET009_t3	metabolic	Metabolic Health Monitoring	Renal/Metabolic	expansive	metabolic	Uric acid level	heavy	CMP Metabolic Panel	Over the past 30 days	Health Data Quality Framework (HDQF)	synMET009
synMET010_t3	metabolic	Metabolic Health Monitoring	Hepatic	expansive	metabolic	Alanine aminotransferase activity	heavy	CMP Metabolic Panel	Over the past 30 days	Health Data Quality Framework (HDQF)	synMET010
synMET011_t3	metabolic	Metabolic Health Monitoring	Hepatic	expansive	metabolic	Aspartate aminotransferase activity	heavy	CMP Metabolic Panel	Over the past 30 days	Health Data Quality Framework (HDQF)	synMET011
synMET012_t3	metabolic	Metabolic Health Monitoring	Renal/Metabolic	expansive	metabolic	Serum creatinine concentration	heavy	CMP Metabolic Panel	Over the past 30 days	Health Data Quality Framework (HDQF)	synMET012
synMET013_t3	metabolic	Metabolic Health Monitoring	Renal/Metabolic	expansive	metabolic	Estimated glomerular filtration rate	heavy	CMP Metabolic Panel	Over the past 30 days	Health Data Quality Framework (HDQF)	synMET013
synMET014_t3	metabolic	Metabolic Health Monitoring	Endocrine	expansive	metabolic	Thyroid-stimulating hormone level	heavy	CMP Metabolic Panel	Over the past 30 days	Health Data Quality Framework (HDQF)	synMET014
synMET015_t3	metabolic	Metabolic Health Monitoring	Imaging	expansive	xdh:imaging	Abdominal ultrasound for hepatic steatosis	heavy	CMP Metabolic Panel	Over the past 30 days	Health Data Quality Framework (HDQF)	synMET015
synMET016_t3	metabolic	Metabolic Health Monitoring	Hemodynamics	expansive	xdh:blood_pressure	Blood pressure at metabolic screening visit	heavy	CMP Metabolic Panel	Over the past 30 days	Health Data Quality Framework (HDQF)	synMET016
synMET017_t3	metabolic	Metabolic Health Monitoring	Anthropometry	expansive	xdh:bmi	Body mass index at metabolic assessment	heavy	CMP Metabolic Panel	Over the past 30 days	Health Data Quality Framework (HDQF)	synMET017
synMET018_t3	metabolic	Metabolic Health Monitoring	Medication	expansive	xdh:medication	Metabolic medication adherence	heavy	CMP Metabolic Panel	Over the past 30 days	Health Data Quality Framework (HDQF)	synMET018
synMET019_t3	metabolic	Metabolic Health Monitoring	Demographics	expansive	xdh:demographics	Age at metabolic health screening	heavy	CMP Metabolic Panel	Over the past 30 days	Health Data Quality Framework (HDQF)	synMET019
synMET020_t3	metabolic	Metabolic Health Monitoring	Treatment	expansive	xdh:treatment_response	Metabolic treatment response score	heavy	CMP Metabolic Panel	Over the past 30 days	Health Data Quality Framework (HDQF)	synMET020
